policy_id,location_zone,loc_off,roof_age,mat_r,home_age,cnst_r,prior_water_claim,months_since_water,rec_f,coverage_a,rcv_ratio,rcv_os,prior_claims_5yr,ins_lapses,pool_r,trampoline,biz_r,sprnk_v,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,building_code_comply,fire_hydrant_dist,iso_class,crime_idx,wildfire_score,wildfire_zone,canopy_pct,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,fnd_r,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,eta_t1,eta_glm,delta_gam,eta_final,final_risk_score,expected_loss,decision
HO-2024091,AZ-Desert,-0.11,17,2,18,3,0,999,0,586933,1.114,0,0,1,0,0,0,0,1,0,0,1,0,1,16.38,9,3.2,21.4,0,31.8,1,5.29,10.28,0,0,0,0,0,0,0,0,0,8.9201,9.0979,0.0424,9.1878,35.41,1967.0,Standard
HO-2024092,WA-NW,-0.07,32,2,58,3,1,22,2,525962,1.263,1,0,0,0,0,0,0,0,0,0,0,0,0,16.97,9,63.2,54.0,0,57.8,0,0.0,18.01,0,0,0,0,0,1,0,0,0,10.2477,10.5203,0.148,10.6018,60.35,4109.0,Rated
HO-2024093,NY-NE,-0.03,26,2,29,1,0,999,0,120000,1.326,1,0,0,1,0,1,0,1,0,0,0,0,0,1.8,1,66.0,10.9,0,12.7,0,0.0,5.33,0,0,1,0,0,1,0,0,0,9.3789,9.4487,0.1207,9.4896,40.73,2302.0,Standard
HO-2024094,WA-NW,-0.07,11,3,14,1,0,999,0,484223,1.121,0,0,1,0,0,0,0,0,0,1,0,0,1,14.75,8,14.9,30.8,0,58.1,0,0.0,14.44,0,0,2,0,0,0,0,0,0,8.7102,9.0642,0.0352,9.0333,32.69,1815.0,Standard
HO-2024095,IL-Midwest,-0.14,37,2,46,3,1,29,1,377740,1.026,0,3,1,0,0,1,-1,0,0,0,0,0,0,2.87,2,56.7,23.8,0,38.8,0,0.0,10.43,1,0,0,0,0,0,0,0,1,9.9195,10.8108,0.114,10.9089,65.77,4822.0,Rated
HO-2024096,IL-Midwest,-0.14,20,2,36,3,0,999,0,371254,0.969,0,0,0,0,0,0,-1,1,0,0,0,1,0,0.68,1,78.6,26.9,0,26.5,0,0.0,8.35,1,0,0,0,0,0,0,0,0,9.1844,9.0777,0.0278,9.101,33.88,1881.0,Standard
HO-2024097,CO-Mixed,0.07,10,0,33,2,0,999,0,376444,1.368,1,0,0,0,0,1,-1,0,0,0,0,0,0,17.17,9,49.9,44.8,0,28.2,0,0.0,10.29,1,0,1,0,0,0,0,0,0,9.0406,9.3235,0.0311,9.3302,37.92,2119.0,Standard
HO-2024098,CA-Wildfire,0.22,32,2,47,3,0,999,0,527660,0.913,0,0,1,0,0,1,0,0,0,0,0,1,0,10.26,6,48.2,62.6,1,45.4,0,0.0,37.78,0,0,0,1,0,0,0,0,0,9.9994,10.4148,0.2412,10.5921,60.18,4088.0,Rated
HO-2024099,CA-Wildfire,0.22,36,2,56,0,1,8,3,610351,1.135,0,1,1,0,0,0,0,0,0,0,0,0,0,16.22,9,5.2,95.6,1,47.0,0,0.0,14.03,0,1,0,1,0,0,0,0,0,10.5494,11.154,0.2314,11.309,72.82,5939.0,Rated
HO-2024100,CA-Wildfire,0.22,17,3,44,2,1,21,2,213102,0.983,0,0,0,0,0,0,0,0,0,1,0,1,0,4.94,3,22.7,77.9,1,54.3,0,0.0,35.95,0,0,0,0,0,0,0,0,0,9.8747,10.0307,0.0608,10.0525,50.66,3087.0,Standard
HO-2024101,NY-NE,-0.03,13,1,20,1,0,999,0,390822,0.833,0,0,0,1,0,0,-2,0,0,0,0,0,1,7.77,4,22.2,34.7,0,17.3,0,0.0,8.45,0,0,0,0,0,0,0,0,0,8.771,8.7579,0.0275,8.7598,27.86,1574.0,Preferred
HO-2024102,FL-Flood,0.28,16,0,44,1,0,999,0,576269,1.26,1,0,0,0,0,0,0,0,0,0,0,0,0,5.78,3,16.8,20.4,0,44.4,1,4.37,10.05,0,0,1,0,0,0,0,0,0,9.4977,9.5862,0.0408,9.6264,43.15,2472.0,Standard
HO-2024103,IL-Midwest,-0.14,24,1,29,2,0,999,0,350962,0.776,0,0,1,1,0,0,-2,1,0,0,0,0,0,6.52,4,68.0,11.8,0,24.8,0,0.0,10.51,0,0,0,0,0,0,0,0,0,9.11,9.1839,0.0326,9.1482,34.71,1927.0,Standard
HO-2024104,GA-SE,-0.18,29,2,58,3,0,999,0,408417,0.72,0,1,0,0,0,0,-1,0,1,0,0,0,0,2.57,2,34.3,2.9,0,64.9,1,13.07,0.0,0,1,0,0,0,0,0,0,0,9.647,9.7855,0.0264,9.8069,46.33,2716.0,Standard
HO-2024105,FL-Flood,0.28,23,3,24,2,0,999,0,410419,1.118,0,1,0,0,0,0,0,0,0,0,0,1,0,6.7,4,35.9,20.7,0,34.8,1,5.94,8.49,0,0,0,0,0,0,0,0,0,9.5491,9.9136,0.0428,10.015,50.0,3027.0,Standard
HO-2024106,CO-Mixed,0.07,18,2,40,1,1,8,3,676067,0.977,0,0,0,0,0,1,0,0,0,1,0,1,0,9.16,5,17.9,24.7,0,11.0,0,0.0,38.18,1,0,1,0,0,0,0,0,0,9.7636,10.0572,0.0566,10.0943,51.4,3155.0,Standard
HO-2024107,WA-NW,-0.07,31,2,56,2,1,4,3,484770,1.08,0,0,0,1,0,0,-1,1,1,0,0,1,0,7.58,4,7.1,39.6,0,43.1,0,0.0,36.3,0,0,0,0,0,0,0,0,0,10.2134,10.1579,0.0662,10.3143,55.28,3538.0,Standard
HO-2024108,TX-Hail,0.13,15,1,29,3,0,999,0,669886,1.019,0,0,1,0,0,1,0,1,0,0,1,1,0,7.44,4,25.1,29.7,0,8.2,0,0.0,7.55,1,0,1,0,0,0,0,0,0,9.1863,9.4011,0.0257,9.4705,40.4,2280.0,Standard
HO-2024109,CA-Wildfire,0.22,27,3,51,2,0,999,0,624103,1.104,0,0,0,1,1,1,0,0,0,0,0,1,0,9.9,5,19.5,90.0,1,36.6,0,0.0,42.49,0,0,0,1,0,0,0,0,0,9.9209,10.3936,0.2433,10.7631,63.19,4469.0,Rated
HO-2024110,FL-Flood,0.28,15,2,37,3,0,999,0,348214,0.979,0,0,0,0,0,0,0,0,1,1,0,0,0,6.7,4,37.5,15.1,0,30.7,1,4.37,8.88,0,0,0,0,0,0,0,0,0,9.4816,9.5698,0.0388,9.5721,42.19,2403.0,Standard
HO-2024111,TX-Hail,0.13,21,3,31,3,0,999,0,422109,1.146,0,0,1,0,0,1,0,0,0,1,0,0,0,3.6,2,49.7,10.4,0,29.2,0,0.0,6.91,1,0,0,0,0,0,0,0,1,9.4746,9.8106,0.0902,9.95,48.85,2926.0,Standard
HO-2024112,MN-North,-0.22,16,1,36,3,0,999,0,667301,1.15,1,1,0,1,0,0,0,0,1,0,1,0,0,3.53,2,24.3,14.9,0,7.4,1,16.64,7.82,1,0,0,0,0,0,0,0,0,9.0397,9.2656,0.0455,9.3231,37.8,2111.0,Standard
HO-2024113,WA-NW,-0.07,17,3,32,3,1,28,1,220157,1.237,1,1,0,0,0,0,-1,0,0,0,0,0,0,10.07,6,28.9,53.6,0,42.4,0,0.0,30.05,0,0,0,0,0,0,0,0,0,9.4253,9.7444,0.0527,9.8316,46.76,2751.0,Standard
HO-2024114,NY-NE,-0.03,14,2,17,1,0,999,0,486555,1.197,1,1,1,0,0,1,-1,0,0,0,0,0,1,7.14,4,48.6,27.5,0,20.4,1,12.6,1.91,0,0,0,0,0,0,0,0,0,8.9085,9.3537,0.0316,9.3633,38.51,2156.0,Standard
HO-2024115,GA-SE,-0.18,30,3,40,3,1,21,2,487964,1.005,0,0,0,0,0,2,0,1,0,0,0,0,0,4.31,3,57.4,5.2,0,53.6,0,0.0,14.35,0,0,0,0,0,0,0,0,0,9.8231,9.9548,0.0431,9.9214,48.35,2883.0,Standard
HO-2024116,WA-NW,-0.07,11,3,24,3,0,999,0,341303,1.117,0,2,0,0,0,0,0,0,0,0,0,1,0,3.5,2,20.6,36.2,0,55.6,0,0.0,35.02,0,0,0,0,0,0,0,0,0,8.9201,9.4552,0.0547,9.376,38.73,2170.0,Standard
HO-2024117,TX-Hail,0.13,11,2,18,2,0,999,0,326740,1.078,0,1,3,2,0,0,0,0,1,1,1,0,1,1.23,1,23.9,6.2,0,35.1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,8.9524,9.61,0.0,9.6322,43.25,2480.0,Standard
HO-2024118,GA-SE,-0.18,37,3,42,1,1,22,2,345950,1.079,0,1,0,0,0,0,-1,1,0,1,0,0,0,7.38,4,60.9,12.6,0,38.1,0,0.0,5.43,0,0,0,0,0,0,0,0,0,9.9474,10.1757,0.0405,10.2226,53.66,3373.0,Standard
HO-2024119,IL-Midwest,-0.14,26,2,54,3,1,8,3,478342,0.835,0,0,0,0,0,2,0,0,0,0,1,1,0,6.95,4,42.6,21.6,0,33.7,0,0.0,9.96,0,0,0,0,0,0,0,0,0,10.025,10.2884,0.0337,10.2772,54.62,3470.0,Standard
HO-2024120,WA-NW,-0.07,0,0,20,2,0,999,0,586215,1.125,0,0,0,1,0,1,0,1,0,0,0,1,1,17.12,9,40.4,50.8,0,59.4,0,0.0,29.61,0,0,0,0,0,0,0,0,0,8.3803,8.6387,0.0518,8.5995,25.03,1448.0,Preferred
HO-2024121,GA-SE,-0.18,12,0,34,3,0,999,0,483461,1.105,0,0,0,1,0,0,-1,0,1,0,0,0,0,3.44,2,42.8,11.1,0,37.5,0,0.0,14.04,1,0,0,0,0,0,0,0,0,8.8069,8.7871,0.0339,8.8318,29.13,1635.0,Preferred
HO-2024122,FL-Flood,0.28,1,3,27,3,0,999,0,203912,1.275,1,0,0,0,0,0,-2,1,0,0,0,0,0,1.07,1,59.0,8.6,0,37.6,1,3.17,6.52,0,0,0,0,0,1,0,0,0,9.1289,8.9264,0.1281,9.0938,33.75,1873.0,Standard
HO-2024123,CA-Wildfire,0.22,9,1,27,3,0,999,0,590819,1.183,1,1,0,0,1,0,0,0,0,0,0,0,0,12.47,7,32.7,78.9,1,56.0,0,0.0,41.65,0,0,0,0,0,0,0,0,0,9.1833,9.7684,0.0649,9.9019,48.0,2854.0,Standard
HO-2024124,TX-Hail,0.13,0,3,24,2,0,999,0,547009,1.041,0,0,0,2,0,1,-2,0,0,0,0,0,0,1.31,1,13.9,6.1,0,10.0,0,0.0,16.17,1,0,1,0,0,0,0,0,0,8.7767,8.8514,0.0362,8.8105,28.76,1616.0,Preferred
HO-2024125,CO-Mixed,0.07,16,0,19,1,0,999,0,345615,1.006,0,1,1,1,0,1,0,0,0,0,0,0,1,9.63,5,23.5,38.2,0,16.8,1,2.18,13.33,1,1,0,0,0,0,0,0,0,8.8931,9.481,0.0426,9.5441,41.69,2369.0,Standard
HO-2024126,WA-NW,-0.07,7,1,34,3,0,999,0,288373,0.879,0,1,0,0,0,1,0,0,0,0,0,0,0,11.86,6,44.0,31.3,0,62.4,0,0.0,38.0,0,0,0,0,0,0,0,0,0,8.8278,9.3192,0.0566,9.3108,37.58,2098.0,Standard
HO-2024127,GA-SE,-0.18,18,3,21,3,1,30,1,252854,1.274,1,0,1,0,1,1,0,0,0,0,0,0,1,0.7,1,51.2,0.0,0,50.3,0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.2109,9.5685,0.0004,9.4887,40.72,2301.0,Standard
HO-2024128,CA-Wildfire,0.22,3,3,26,3,0,999,0,530407,0.871,0,1,0,0,1,1,0,0,0,0,0,0,0,5.59,3,35.4,92.8,1,48.6,0,0.0,22.49,0,0,0,0,0,0,0,0,0,9.0137,9.5751,0.0521,9.5897,42.5,2426.0,Standard
HO-2024129,IL-Midwest,-0.14,18,3,23,1,0,999,0,120000,0.758,0,0,1,0,0,0,-1,1,0,0,0,0,1,7.14,4,51.5,22.0,0,24.4,1,10.77,2.25,1,0,2,0,0,0,1,0,0,8.9307,8.964,0.1167,9.0493,32.97,1831.0,Standard
HO-2024130,CO-Mixed,0.07,14,1,43,2,0,999,0,533841,1.146,0,0,0,0,0,0,-1,1,0,0,1,1,0,12.34,7,0.0,39.6,0,13.9,0,0.0,37.31,1,0,0,0,0,0,0,0,0,9.2246,9.22,0.0567,9.2459,36.44,2028.0,Standard
HO-2024131,TX-Hail,0.13,31,3,41,1,0,999,0,316813,1.032,0,1,1,0,0,0,0,1,1,0,0,0,0,2.72,2,12.2,17.1,0,21.9,0,0.0,10.56,0,0,0,0,0,0,0,0,0,9.7726,9.9992,0.0398,10.0438,50.51,3073.0,Standard
HO-2024132,CA-Wildfire,0.22,30,2,30,2,0,999,0,419886,1.057,0,0,1,2,0,1,0,0,0,1,1,0,0,14.85,8,52.9,81.3,1,43.2,0,0.0,12.44,0,1,0,1,0,0,0,0,0,9.699,10.2686,0.218,10.5346,59.16,3968.0,Standard
HO-2024133,FL-Flood,0.28,25,2,26,2,0,999,0,120000,1.046,0,1,0,0,0,0,0,0,0,0,1,1,0,3.16,2,16.7,12.5,0,7.9,1,3.5,15.09,0,0,2,0,0,0,1,0,0,9.5758,9.8419,0.1347,9.9061,48.08,2860.0,Standard
HO-2024134,MN-North,-0.22,15,0,23,3,0,999,0,131732,0.872,0,1,0,0,0,0,-2,0,0,0,0,0,1,2.8,2,18.7,7.6,0,24.2,0,0.0,3.74,1,0,0,0,0,0,0,0,0,8.7117,8.7989,0.0175,8.7855,28.32,1596.0,Preferred
HO-2024135,FL-Flood,0.28,35,0,50,3,0,999,0,284888,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,3,18.2,19.1,0,26.8,0,0.0,0.0,0,0,1,0,0,0,0,0,0,10.0793,10.1605,0.0164,10.2387,53.94,3401.0,Standard
HO-2024136,IL-Midwest,-0.14,4,3,9,3,0,999,0,252265,0.975,0,0,0,0,0,1,0,0,0,0,0,0,1,2.97,2,46.6,5.8,0,12.0,1,16.68,6.6,1,0,1,0,0,0,0,0,0,8.4785,8.5622,0.0433,8.6246,25.48,1467.0,Preferred
HO-2024137,AZ-Desert,-0.11,5,2,27,0,0,999,0,486179,0.955,0,3,0,0,0,0,-1,0,0,1,0,1,0,13.88,7,31.2,52.8,0,40.9,0,0.0,5.78,0,0,2,0,0,0,0,0,0,8.5662,9.4651,0.0247,9.47,40.39,2279.0,Standard
HO-2024138,CO-Mixed,0.07,17,1,43,1,0,999,0,422448,1.219,1,0,0,0,0,0,0,1,0,0,1,1,0,13.19,7,9.3,51.3,0,47.0,0,0.0,38.58,1,1,0,0,0,0,0,1,0,9.3519,9.4272,0.134,9.5845,42.41,2419.0,Standard
HO-2024139,MN-North,-0.22,38,1,46,2,0,999,0,650768,1.131,0,2,0,0,0,0,-1,1,0,0,0,0,0,0.99,1,18.0,20.5,0,6.5,0,0.0,11.45,0,1,0,0,0,0,0,0,0,9.6184,9.9134,0.0521,9.9199,48.32,2881.0,Standard
HO-2024140,MN-North,-0.22,16,3,34,3,1,1,3,451866,0.72,0,0,0,0,0,1,-1,0,0,0,0,0,0,7.01,4,45.2,0.5,0,24.7,1,8.93,9.33,0,0,0,0,0,0,0,0,0,9.483,9.6152,0.0436,9.664,43.81,2521.0,Standard
HO-2024141,FL-Flood,0.28,16,3,20,3,0,999,0,288988,1.05,0,0,0,1,0,1,0,1,0,0,0,0,1,2.61,2,0.0,12.6,0,31.3,0,0.0,7.46,0,0,0,0,0,0,0,0,0,9.3559,9.3582,0.0248,9.3562,38.38,2148.0,Standard
HO-2024142,IL-Midwest,-0.14,5,3,25,3,0,999,0,551268,1.169,1,0,0,1,0,1,0,0,0,0,0,1,0,7.91,4,65.9,15.4,0,25.5,1,8.1,2.3,1,0,1,0,0,1,0,0,0,8.791,9.0882,0.1244,9.3265,37.86,2115.0,Standard
HO-2024143,FL-Flood,0.28,26,3,35,2,0,999,0,315171,0.846,0,1,0,0,0,0,0,0,0,0,0,0,0,1.14,1,44.2,26.2,0,45.2,1,3.98,3.23,0,0,0,0,0,0,0,0,0,9.7572,10.0147,0.033,9.9491,48.84,2925.0,Standard
HO-2024144,FL-Flood,0.28,26,3,55,3,0,999,0,307131,0.899,0,0,0,0,0,0,0,1,0,0,0,0,0,4.64,3,53.2,17.2,0,33.8,1,7.12,7.32,0,0,0,0,0,0,0,0,0,10.0432,10.0214,0.0442,10.1381,52.17,3227.0,Standard
HO-2024145,CA-Wildfire,0.22,25,3,31,0,0,999,0,380297,1.16,1,1,0,0,0,2,0,1,0,0,0,1,0,3.17,2,28.4,95.0,1,38.2,0,0.0,16.61,0,0,0,1,0,0,0,0,0,9.6279,9.9828,0.2206,10.192,53.12,3319.0,Standard
HO-2024146,NY-NE,-0.03,12,2,40,1,0,999,0,606686,0.956,0,1,0,0,1,1,0,1,0,0,0,1,0,1.8,1,44.6,22.0,0,48.5,1,4.4,1.5,0,0,2,0,0,0,1,0,0,9.0362,9.4635,0.1084,9.6588,43.72,2514.0,Standard
HO-2024147,IL-Midwest,-0.14,11,3,12,3,0,999,0,527147,0.743,0,1,0,2,1,1,-2,0,0,0,1,0,1,2.95,2,56.6,33.3,0,36.8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.6994,9.1127,0.0012,9.0161,32.38,1799.0,Standard
HO-2024148,CA-Wildfire,0.22,6,2,25,3,0,999,0,522783,1.188,1,1,1,0,0,1,0,0,0,0,0,0,0,7.26,4,44.3,67.4,1,55.8,0,0.0,44.06,0,1,2,0,0,0,0,1,0,9.1284,9.6934,0.1397,9.834,46.81,2755.0,Standard
HO-2024149,FL-Flood,0.28,18,3,44,3,0,999,0,654471,0.996,0,0,1,0,1,0,0,0,0,0,0,0,0,7.88,4,29.7,21.9,0,42.5,0,0.0,4.82,0,0,0,0,0,0,0,0,0,9.6969,10.1262,0.0206,10.1347,52.11,3222.0,Standard
HO-2024150,GA-SE,-0.18,8,1,11,3,0,999,0,519465,1.072,0,0,0,2,0,1,-2,0,0,0,1,0,1,3.42,2,40.7,25.4,0,59.5,0,0.0,7.59,0,0,0,0,0,0,0,0,0,8.4723,8.4953,0.0255,8.5061,23.39,1379.0,Preferred
HO-2024151,TX-Hail,0.13,7,0,34,0,1,2,3,208016,1.013,0,1,0,0,0,0,0,1,0,0,0,1,0,3.38,2,45.4,19.7,0,38.9,0,0.0,13.7,1,0,0,0,0,0,0,0,0,9.3102,9.5186,0.0337,9.5911,42.52,2427.0,Standard
HO-2024152,TX-Hail,0.13,14,2,21,1,0,999,0,455365,1.177,1,0,0,1,0,0,0,0,0,0,0,1,1,5.02,3,18.6,8.7,0,41.4,1,7.2,8.31,0,0,0,0,0,0,0,0,0,9.1162,9.2206,0.0408,9.1281,34.36,1907.0,Standard
HO-2024153,IL-Midwest,-0.14,13,1,38,3,0,999,0,607242,0.866,0,1,0,2,0,2,0,0,0,0,0,1,0,4.11,3,52.6,38.5,0,16.5,0,0.0,5.17,0,0,0,0,0,0,0,0,0,8.9676,9.5617,0.0221,9.6686,43.89,2527.0,Standard
HO-2024154,MN-North,-0.22,13,3,15,3,0,999,0,167448,1.113,0,1,0,2,0,1,0,1,1,0,0,1,1,2.39,2,36.0,21.9,0,47.4,1,0.59,3.49,1,0,0,0,0,0,0,0,0,8.716,8.9629,0.0206,8.9802,31.75,1766.0,Standard
HO-2024155,FL-Flood,0.28,22,1,23,3,0,999,0,377848,1.205,1,1,0,2,0,1,0,0,0,0,0,1,1,2.21,2,44.3,8.6,0,29.8,0,0.0,5.6,0,0,0,0,0,0,0,0,0,9.5467,9.9764,0.0233,9.9578,48.99,2938.0,Standard
HO-2024156,AZ-Desert,-0.11,18,3,26,2,0,999,0,230500,0.831,0,0,1,1,0,0,0,0,0,0,1,0,0,12.83,7,32.5,60.5,1,41.4,1,6.7,5.52,0,0,0,0,0,0,0,0,0,9.043,9.3967,0.0398,9.3969,39.1,2194.0,Standard
HO-2024157,WA-NW,-0.07,15,3,42,2,0,999,0,397985,0.916,0,0,0,1,0,0,0,0,0,0,0,1,0,6.07,4,27.5,46.7,0,83.3,0,0.0,20.62,0,0,0,0,0,0,0,0,0,9.1955,9.3754,0.0433,9.4287,39.66,2230.0,Standard
HO-2024158,TX-Hail,0.13,19,3,29,3,0,999,0,538932,1.25,1,1,0,0,0,1,0,0,0,0,1,1,0,1.78,1,38.9,2.6,0,47.3,0,0.0,5.21,1,0,1,0,0,0,0,0,0,9.4885,9.8202,0.0212,9.7485,45.3,2635.0,Standard
HO-2024159,AZ-Desert,-0.11,9,2,12,2,0,999,0,567983,1.171,1,0,1,0,0,0,0,0,0,0,0,0,1,14.98,8,34.9,23.5,0,15.2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.6781,8.9951,0.0006,8.8582,29.6,1657.0,Preferred
HO-2024160,CO-Mixed,0.07,18,3,26,3,0,999,0,354213,0.905,0,0,1,0,0,1,0,1,1,0,0,0,0,6.47,4,19.7,50.5,0,15.2,0,0.0,6.35,1,0,0,0,0,0,0,0,0,9.2693,9.4072,0.0258,9.4605,40.22,2268.0,Standard
HO-2024161,NY-NE,-0.03,19,2,24,2,0,999,0,472594,0.85,0,0,0,2,1,0,0,0,0,0,0,0,0,1.07,1,51.2,32.7,0,14.0,0,0.0,11.56,0,0,0,0,0,0,0,0,0,9.0763,9.3796,0.0324,9.3351,38.01,2124.0,Standard
HO-2024162,NY-NE,-0.03,4,3,5,3,1,11,3,169431,1.06,0,0,0,0,0,2,-1,0,1,0,1,0,1,6.58,4,47.1,12.8,0,10.0,0,0.0,11.74,0,0,2,0,0,0,0,0,0,9.0071,9.0475,0.031,8.9989,32.08,1783.0,Standard
HO-2024163,IL-Midwest,-0.14,26,1,55,3,0,999,0,135216,1.066,0,0,0,0,0,2,0,0,0,1,0,0,0,4.44,3,74.8,31.4,0,6.2,0,0.0,2.42,1,0,0,0,0,0,0,0,1,9.5262,9.8245,0.0849,9.8745,47.52,2813.0,Standard
HO-2024164,CA-Wildfire,0.22,10,2,36,3,1,34,1,536743,1.012,0,1,0,0,0,1,-1,1,1,0,0,0,0,11.81,6,44.7,63.8,1,35.3,0,0.0,15.24,1,1,0,0,0,0,0,0,0,9.4302,9.6743,0.0396,9.6859,44.2,2550.0,Standard
HO-2024165,GA-SE,-0.18,18,3,20,3,0,999,0,120000,1.347,1,0,0,0,0,0,-1,1,1,0,0,0,1,7.4,4,61.4,7.2,0,68.0,0,0.0,14.72,0,0,0,0,0,1,0,0,0,9.0452,8.874,0.1299,9.1117,34.07,1891.0,Standard
HO-2024166,FL-Flood,0.28,28,3,34,3,0,999,0,283774,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1,16.9,11.0,0,35.8,0,0.0,5.23,1,0,0,0,0,0,0,0,1,9.849,9.8698,0.0925,9.9494,48.84,2925.0,Standard
HO-2024167,TX-Hail,0.13,26,1,34,1,0,999,0,474766,0.902,0,0,1,1,0,0,-2,0,0,0,0,0,0,5.15,3,34.9,8.2,0,13.4,0,0.0,12.33,1,0,0,0,0,0,0,0,1,9.4512,9.6008,0.1015,9.7354,45.07,2617.0,Standard
HO-2024168,CA-Wildfire,0.22,18,3,25,3,0,999,0,410887,1.168,1,0,1,0,0,0,-2,0,0,0,0,0,0,9.9,5,34.3,68.8,1,42.7,0,0.0,11.48,0,1,0,0,0,0,0,0,0,9.502,9.6678,0.0361,9.7498,45.32,2636.0,Standard
HO-2024169,NY-NE,-0.03,14,3,41,2,0,999,0,120000,1.028,0,0,0,0,0,1,0,0,0,0,0,0,0,5.43,3,42.9,0.5,0,20.6,0,0.0,9.46,0,0,0,0,0,0,0,0,0,9.1985,9.371,0.0277,9.2776,37.0,2062.0,Standard
HO-2024170,AZ-Desert,-0.11,26,2,46,2,1,21,2,453592,0.925,0,0,0,0,0,0,-1,0,1,0,1,0,0,13.52,7,17.8,39.8,0,41.5,0,0.0,7.97,0,0,0,0,0,0,0,0,0,9.7607,9.7885,0.032,9.8541,47.16,2784.0,Standard
HO-2024171,CA-Wildfire,0.22,24,3,51,3,1,33,1,259419,1.146,0,0,1,0,0,0,0,0,0,1,1,1,0,12.7,7,52.6,80.2,1,31.2,0,0.0,24.35,0,1,0,1,0,0,0,1,0,10.0406,10.4247,0.2997,10.6736,61.62,4266.0,Rated
HO-2024172,IL-Midwest,-0.14,12,3,24,3,0,999,0,396914,1.227,1,1,0,0,1,0,-1,0,0,0,0,0,0,1.34,1,42.3,27.3,0,17.6,0,0.0,9.6,0,0,0,0,0,0,0,0,0,8.9691,9.3284,0.0287,9.3822,38.84,2177.0,Standard
HO-2024173,TX-Hail,0.13,10,3,33,1,0,999,0,292640,1.05,0,2,1,0,0,0,-2,0,0,1,1,0,0,5.8,3,20.8,23.9,0,9.5,0,0.0,0.0,1,0,1,0,0,0,0,0,0,9.1099,9.6703,0.0006,9.7369,45.1,2619.0,Standard
HO-2024174,NY-NE,-0.03,0,3,17,3,0,999,0,283093,0.883,0,0,0,1,0,0,0,1,0,0,0,0,1,0.68,1,61.0,28.7,0,44.8,0,0.0,13.31,0,0,0,0,0,0,0,0,0,8.5749,8.4952,0.0337,8.6795,26.45,1510.0,Preferred
HO-2024175,TX-Hail,0.13,19,3,37,0,0,999,0,128051,1.036,0,0,1,1,0,0,0,1,0,0,0,0,0,6.82,4,27.3,4.0,0,30.9,0,0.0,6.15,1,0,0,0,0,0,0,0,0,9.3556,9.5472,0.023,9.5086,41.07,2325.0,Standard
HO-2024176,AZ-Desert,-0.11,17,3,40,1,0,999,0,329736,0.886,0,0,0,0,0,2,0,0,0,0,0,0,0,12.0,7,43.8,35.8,0,27.0,0,0.0,1.87,0,0,2,0,0,0,0,0,0,9.14,9.4895,0.0139,9.5295,41.44,2351.0,Standard
HO-2024177,CO-Mixed,0.07,28,3,36,1,1,27,1,553066,1.052,0,0,1,0,0,0,0,1,0,0,0,1,0,7.62,4,20.5,62.5,1,15.7,1,20.13,41.06,1,0,0,1,0,0,0,0,1,9.7269,9.9022,0.3251,10.1238,51.92,3203.0,Standard
HO-2024178,MN-North,-0.22,21,3,46,3,1,22,2,320830,1.126,0,0,0,0,0,1,0,1,0,0,0,1,0,3.6,2,41.8,17.6,0,23.5,0,0.0,0.97,1,0,2,0,0,0,0,0,1,9.6143,9.6771,0.0756,9.6961,44.38,2564.0,Standard
HO-2024179,TX-Hail,0.13,30,0,53,2,0,999,0,327193,0.743,0,0,0,2,0,1,0,1,1,1,1,1,0,0.54,1,17.6,11.1,0,44.5,1,4.47,6.94,1,0,0,0,0,0,0,0,1,9.7794,9.8314,0.1097,9.915,48.24,2873.0,Standard
HO-2024180,FL-Flood,0.28,11,2,30,2,1,36,0,281368,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,4.59,3,29.3,5.6,0,32.7,1,12.0,5.59,1,0,0,0,0,0,0,0,0,9.2472,9.2152,0.0393,9.2727,36.91,2056.0,Standard
HO-2024181,CA-Wildfire,0.22,28,1,56,3,1,7,3,199943,0.968,0,1,1,0,0,0,0,0,0,0,0,0,0,9.55,5,31.6,63.6,1,49.1,0,0.0,9.51,0,1,1,1,0,0,0,0,0,10.4154,10.9306,0.209,11.2388,71.58,5726.0,Rated
HO-2024182,MN-North,-0.22,13,3,18,2,0,999,0,240310,0.941,0,1,1,0,0,0,0,1,0,1,1,1,1,3.19,2,8.6,18.0,0,6.1,0,0.0,9.18,0,0,1,0,0,0,0,0,0,8.7039,8.9901,0.0276,8.9475,31.17,1736.0,Standard
HO-2024183,GA-SE,-0.18,24,3,50,1,1,30,1,411020,0.834,0,1,1,1,0,0,0,1,1,0,1,1,0,3.4,2,58.2,29.7,0,66.9,0,0.0,14.0,0,0,2,0,1,0,0,0,0,9.533,9.8289,0.1529,10.0606,50.8,3100.0,Standard
